Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
5,3,210,3,5,1,0,0,0,1,0,0,0,1,1,0,0
4,4,145,3,8,0,0,0,0,1,0,0,0,1,0,0,1
5,4,182,4,0,1,0,0,0,0,1,1,0,0,1,0,0
0,2,244,3,0,1,0,0,0,0,1,0,0,1,0,1,0
6,2,291,4,8,0,0,0,0,1,0,1,0,0,1,0,0
6,3,274,6,2,0,0,1,0,0,0,0,0,1,0,0,1
3,5,150,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3,3,167,4,1,0,0,0,0,0,1,0,0,1,0,0,1
5,1,257,5,0,0,0,0,0,1,0,0,0,1,0,0,1
4,4,206,3,0,1,1,0,0,0,0,0,1,0,1,0,0
6,5,161,0,0,1,0,1,0,0,0,0,0,1,0,0,1
5,2,216,4,9,0,0,1,0,0,0,0,0,1,0,0,1
0,4,247,2,2,1,0,1,0,0,0,0,0,1,1,0,0
4,5,157,3,2,1,0,1,0,0,0,0,0,1,0,0,1
0,4,209,3,0,1,0,0,1,0,0,0,0,1,0,0,1
4,2,142,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3,2,220,3,0,1,0,0,0,1,0,1,0,0,1,0,0
0,3,154,3,10,1,1,0,0,0,0,0,0,1,0,0,1
3,4,227,4,0,0,0,0,0,1,0,0,0,1,1,0,0
3,3,218,4,0,1,1,0,0,0,0,0,1,0,0,0,1
4,2,183,3,5,1,0,0,0,1,0,0,0,1,1,0,0
4,2,167,2,5,1,0,1,0,0,0,1,0,0,1,0,0
4,1,253,0,9,1,1,0,0,0,0,0,0,1,0,0,1
0,3,200,4,10,1,0,1,0,0,0,0,0,1,1,0,0
3,1,165,3,61,1,0,1,0,0,0,0,0,1,0,0,1
4,2,252,3,0,0,0,1,0,0,0,0,0,1,0,0,1
5,1,198,4,0,0,0,1,0,0,0,0,0,1,1,0,0
5,4,196,0,0,1,0,0,1,0,0,0,0,1,0,0,1
4,1,184,3,8,0,0,0,0,1,0,0,0,1,1,0,0
2,3,147,3,0,0,0,1,0,0,0,0,0,1,1,0,0
5,1,203,5,2,0,0,0,0,0,1,0,0,1,0,0,1
2,2,160,0,9,0,0,0,0,0,1,0,1,0,0,0,1
4,5,248,2,10,1,0,1,0,0,0,0,0,1,0,0,1
0,2,119,2,32,1,0,0,0,0,1,1,0,0,1,0,0
4,3,206,3,20,1,0,0,0,0,1,0,0,1,0,0,1
3,4,180,6,3,0,0,1,0,0,0,1,0,0,0,0,1
2,3,139,3,0,1,0,0,0,1,0,0,0,1,1,0,0
3,5,264,6,0,1,0,1,0,0,0,0,1,0,1,0,0
3,1,133,3,0,1,0,0,0,1,0,0,0,1,1,0,0
0,2,180,3,1,1,0,0,0,1,0,0,0,1,0,0,1
4,3,226,2,32,1,0,0,1,0,0,0,0,1,1,0,0
0,1,261,0,0,1,0,0,0,1,0,1,0,0,0,0,1
4,4,163,3,7,0,0,0,0,0,1,0,0,1,0,0,1
4,4,232,4,0,1,0,0,0,0,1,0,0,1,1,0,0
4,5,240,2,6,1,0,1,0,0,0,0,0,1,0,0,1
5,5,238,0,3,1,1,0,0,0,0,0,0,1,1,0,0
6,2,247,4,0,0,1,0,0,0,0,0,0,1,0,0,1
4,4,187,3,8,0,0,0,1,0,0,0,0,1,1,0,0
3,1,146,10,0,1,0,0,0,0,1,0,1,0,1,0,0
5,5,228,4,0,1,0,1,0,0,0,0,0,1,1,0,0
0,1,179,2,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,198,4,0,1,0,0,0,1,0,1,0,0,1,0,0
3,4,284,10,0,1,0,0,0,0,1,0,1,0,1,0,0
4,2,184,3,0,1,0,1,0,0,0,0,0,1,0,0,1
4,4,254,0,2,1,1,0,0,0,0,0,0,1,1,0,0
4,1,222,2,10,1,0,0,0,0,1,1,0,0,1,0,0
0,4,153,2,0,0,0,0,0,0,1,0,1,0,1,0,0
0,4,279,4,0,1,0,1,0,0,0,0,0,1,1,0,0
6,4,261,4,0,1,0,0,1,0,0,0,0,1,1,0,0
4,4,143,0,0,1,0,0,0,0,1,1,0,0,0,0,1
0,5,275,3,0,1,0,0,0,0,1,0,0,1,0,0,1
2,1,142,3,8,1,0,0,1,0,0,0,0,1,0,0,1
5,2,144,3,0,1,1,0,0,0,0,0,0,1,1,0,0
0,3,228,2,0,1,0,0,1,0,0,0,0,1,0,1,0
5,1,242,5,9,0,1,0,0,0,0,0,1,0,1,0,0
4,5,254,3,0,1,0,1,0,0,0,0,1,0,1,0,0
3,5,161,3,0,0,1,0,0,0,0,1,0,0,1,0,0
0,4,146,10,0,0,0,1,0,0,0,0,0,1,1,0,0
4,1,251,2,2,1,1,0,0,0,0,0,0,1,1,0,0
2,2,135,0,58,1,1,0,0,0,0,0,0,1,1,0,0
3,3,147,3,16,1,0,1,0,0,0,0,0,1,1,0,0
5,3,264,5,0,0,0,0,1,0,0,0,0,1,0,0,1
0,3,246,3,0,1,0,0,1,0,0,0,0,1,0,0,1
3,5,257,3,4,1,0,0,0,0,1,1,0,0,0,0,1
5,5,182,3,10,0,0,0,0,1,0,0,0,1,0,0,1
4,1,152,3,3,1,0,0,0,0,1,1,0,0,0,0,1
7,5,255,4,2,1,0,0,0,0,1,0,0,1,1,0,0
5,3,230,4,0,1,0,0,1,0,0,0,0,1,0,0,1
7,1,285,4,2,0,0,0,1,0,0,0,0,1,1,0,0
7,3,255,4,0,0,1,0,0,0,0,0,0,1,0,0,1
7,3,307,4,1,1,0,0,1,0,0,1,0,0,1,0,0
6,4,268,0,0,1,1,0,0,0,0,0,0,1,0,0,1
4,2,278,6,36,1,0,1,0,0,0,0,1,0,1,0,0
3,5,267,2,0,0,0,0,1,0,0,0,0,1,0,0,1
5,5,137,0,0,0,0,0,0,0,1,0,0,1,1,0,0
5,1,145,3,20,1,0,0,0,0,1,0,1,0,1,0,0
3,4,164,6,4,1,0,0,0,0,1,0,0,1,0,0,1
0,3,268,3,0,0,0,0,0,0,1,0,0,1,1,0,0
4,2,242,3,10,0,1,0,0,0,0,0,0,1,0,0,1
2,4,160,3,0,1,0,0,0,0,1,0,1,0,1,0,0
0,2,227,2,35,1,0,0,0,0,1,0,0,1,0,1,0
4,3,131,5,6,1,0,0,0,0,1,0,0,1,1,0,0
3,5,196,0,5,0,0,0,1,0,0,0,0,1,1,0,0
0,3,211,3,0,1,0,0,0,0,1,0,0,1,0,0,1
4,4,158,2,15,1,0,0,0,0,1,0,0,1,0,0,1
5,4,242,0,2,1,0,1,0,0,0,1,0,0,0,1,0
5,3,248,3,10,1,1,0,0,0,0,0,0,1,0,0,1
0,5,133,3,21,1,1,0,0,0,0,0,0,1,0,0,1
3,5,242,2,0,0,0,0,1,0,0,0,1,0,1,0,0
3,2,192,3,0,1,0,1,0,0,0,0,0,1,1,0,0
5,5,226,3,65,1,0,0,1,0,0,0,0,1,0,0,1
3,2,214,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0,4,212,2,5,1,0,0,0,0,1,0,0,1,0,0,1
7,3,307,4,0,0,1,0,0,0,0,0,0,1,1,0,0
4,1,193,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,2,232,0,3,0,0,0,0,0,1,0,0,1,0,0,1
5,3,156,4,9,0,0,0,1,0,0,0,0,1,1,0,0
6,3,271,4,2,1,0,0,0,1,0,0,1,0,1,0,0
6,5,275,4,0,1,0,0,0,0,1,0,0,1,1,0,0
0,5,218,2,0,0,0,0,0,1,0,0,0,1,1,0,0
5,4,254,5,0,0,0,0,1,0,0,0,0,1,1,0,0
6,5,201,5,0,0,0,0,1,0,0,0,0,1,0,0,1
5,5,235,3,4,0,0,0,0,1,0,0,0,1,1,0,0
0,3,235,0,5,1,0,1,0,0,0,0,0,1,1,0,0
4,5,219,5,0,0,0,1,0,0,0,0,1,0,1,0,0
0,1,193,10,1,0,0,0,1,0,0,0,0,1,0,1,0
4,5,179,3,0,0,0,0,0,0,1,0,1,0,1,0,0
6,1,264,4,0,0,0,0,1,0,0,0,0,1,1,0,0
0,5,299,4,0,0,0,0,0,1,0,1,0,0,1,0,0
4,3,217,3,16,1,0,0,0,0,1,0,0,1,0,0,1
5,3,266,3,19,1,0,0,0,1,0,1,0,0,1,0,0
6,4,303,5,0,1,0,1,0,0,0,1,0,0,1,0,0
0,2,257,2,0,1,0,0,0,0,1,0,0,1,0,0,1
4,1,196,3,0,1,0,0,0,0,1,1,0,0,0,0,1
5,1,264,3,0,1,0,1,0,0,0,0,0,1,1,0,0
4,3,196,3,0,1,0,0,0,1,0,0,0,1,1,0,0
0,2,149,2,8,0,0,0,0,0,1,0,0,1,0,0,1
4,3,256,0,5,1,0,0,1,0,0,0,1,0,1,0,0
4,4,266,6,2,1,0,0,0,1,0,0,0,1,1,0,0
0,1,180,6,0,1,0,0,0,0,1,0,1,0,1,0,0
2,5,127,3,0,1,1,0,0,0,0,0,0,1,1,0,0
3,4,196,2,5,1,0,0,1,0,0,0,1,0,0,0,1
2,5,139,3,0,1,1,0,0,0,0,0,0,1,1,0,0
0,2,242,3,0,1,0,0,1,0,0,0,0,1,0,0,1
4,3,189,2,0,0,0,0,0,0,1,0,0,1,1,0,0
5,3,271,0,9,1,0,0,0,1,0,0,1,0,0,1,0
3,5,286,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,2,152,4,48,1,1,0,0,0,0,0,0,1,1,0,0
0,3,188,0,2,0,0,1,0,0,0,0,0,1,0,0,1
7,2,285,4,0,1,0,1,0,0,0,0,0,1,1,0,0
0,2,157,2,0,1,0,0,0,1,0,0,0,1,1,0,0
4,4,229,5,9,0,0,0,1,0,0,0,1,0,1,0,0
4,4,136,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,1,238,2,0,1,0,0,0,1,0,0,0,1,0,0,1
3,5,159,2,9,1,0,1,0,0,0,0,1,0,0,1,0
6,4,264,5,0,1,0,0,0,1,0,0,0,1,0,0,1
0,3,259,2,0,0,0,0,0,0,1,0,1,0,0,1,0
4,3,169,10,6,1,0,0,0,1,0,0,0,1,0,0,1
6,5,252,4,2,0,0,0,1,0,0,1,0,0,1,0,0
0,3,270,3,0,1,0,0,0,0,1,0,0,1,0,1,0
0,5,162,0,10,1,0,0,0,1,0,0,0,1,0,0,1
5,2,213,3,0,0,0,0,0,1,0,0,0,1,1,0,0
3,3,217,3,6,0,0,0,0,1,0,0,0,1,1,0,0
4,1,232,5,0,1,0,1,0,0,0,0,0,1,0,0,1
0,5,265,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,2,138,2,8,0,0,0,0,1,0,1,0,0,0,0,1
3,3,145,3,10,0,0,0,0,0,1,0,0,1,1,0,0
0,3,133,5,0,1,0,0,0,1,0,0,0,1,0,0,1
4,5,181,3,1,0,0,0,0,1,0,0,1,0,0,0,1
5,1,246,0,0,1,0,1,0,0,0,0,0,1,0,0,1
5,1,167,3,0,1,0,1,0,0,0,0,0,1,0,0,1
3,4,184,0,2,0,0,1,0,0,0,1,0,0,0,0,1
3,2,140,2,7,1,0,1,0,0,0,0,1,0,0,1,0
3,1,165,0,6,0,1,0,0,0,0,0,0,1,1,0,0
4,1,258,3,0,0,0,0,0,1,0,0,0,1,0,0,1
3,4,166,3,0,1,0,0,0,1,0,0,0,1,0,0,1
0,2,254,2,5,1,0,0,1,0,0,0,0,1,1,0,0
4,1,253,5,0,0,1,0,0,0,0,0,0,1,1,0,0
5,3,267,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,4,145,3,0,1,1,0,0,0,0,0,0,1,1,0,0
0,3,253,5,0,1,0,0,0,0,1,0,0,1,1,0,0
5,3,186,4,0,1,0,0,0,1,0,0,0,1,0,0,1
4,2,137,2,0,1,0,0,0,0,1,0,0,1,0,0,1
0,2,111,5,3,1,0,0,0,1,0,0,0,1,0,0,1
5,1,240,3,0,0,0,0,0,0,1,1,0,0,0,1,0
4,1,250,2,0,1,0,0,0,1,0,1,0,0,0,0,1
3,3,168,4,0,1,0,0,0,0,1,0,0,1,1,0,0
6,3,297,4,1,0,0,0,0,0,1,1,0,0,0,0,1
0,4,168,3,0,1,1,0,0,0,0,0,0,1,1,0,0
0,1,154,0,1,0,0,0,0,0,1,0,0,1,1,0,0
3,1,233,3,7,0,0,0,0,0,1,0,0,1,1,0,0
5,2,243,3,0,1,0,0,0,0,1,0,0,1,0,1,0
3,4,212,3,6,1,0,0,0,1,0,0,1,0,1,0,0
3,1,228,2,0,1,0,0,0,0,1,0,0,1,1,0,0
3,4,132,0,12,1,0,1,0,0,0,1,0,0,0,0,1
3,3,234,3,3,0,1,0,0,0,0,1,0,0,1,0,0
4,2,273,5,4,1,0,0,0,0,1,0,0,1,1,0,0
3,1,104,2,1,1,0,1,0,0,0,1,0,0,1,0,0
0,2,243,5,4,1,1,0,0,0,0,0,0,1,0,0,1
5,5,221,5,0,0,0,1,0,0,0,0,0,1,1,0,0
6,5,256,5,10,0,0,0,0,0,1,1,0,0,1,0,0
0,1,219,2,0,0,0,0,0,0,1,0,0,1,0,0,1
6,4,246,4,3,0,0,0,0,1,0,0,0,1,0,0,1
4,1,183,3,0,0,0,0,0,0,1,0,0,1,0,0,1
4,5,180,2,0,0,0,0,1,0,0,0,0,1,0,0,1
3,5,218,0,60,1,0,0,0,0,1,1,0,0,0,0,1
4,3,246,5,10,1,0,0,0,1,0,1,0,0,0,0,1
5,3,270,5,7,1,0,0,0,1,0,1,0,0,0,0,1
4,2,267,5,0,1,0,1,0,0,0,0,0,1,1,0,0
3,3,99,3,0,1,0,0,0,1,0,0,0,1,0,1,0
0,2,134,0,45,1,0,0,0,0,1,0,1,0,0,0,1
5,3,270,2,7,1,0,0,0,1,0,0,0,1,1,0,0
0,3,242,3,0,0,0,0,0,0,1,0,0,1,1,0,0
4,4,258,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5,1,239,5,0,0,0,0,0,0,1,0,1,0,1,0,0
4,3,210,3,3,1,1,0,0,0,0,0,1,0,1,0,0
4,3,258,3,12,1,0,0,1,0,0,0,0,1,1,0,0
0,1,236,2,0,1,0,1,0,0,0,0,0,1,0,1,0
6,3,269,4,3,0,0,0,0,0,1,0,1,0,1,0,0
0,2,310,4,4,0,0,0,0,0,1,0,0,1,1,0,0
4,4,256,0,0,1,0,0,0,0,1,0,0,1,0,1,0
6,4,157,6,0,1,0,0,0,1,0,0,0,1,1,0,0
4,3,135,3,15,1,0,0,0,1,0,0,0,1,1,0,0
4,3,142,3,0,0,0,0,0,0,1,0,0,1,0,0,1
3,4,171,3,10,0,0,0,0,0,1,0,0,1,1,0,0
5,2,172,5,0,0,0,0,0,0,1,0,0,1,0,0,1
5,4,136,4,9,0,1,0,0,0,0,1,0,0,1,0,0
0,2,237,5,8,0,1,0,0,0,0,0,0,1,1,0,0
3,4,134,3,9,0,0,0,0,0,1,0,0,1,1,0,0
7,3,300,4,5,0,0,0,0,0,1,0,0,1,0,0,1
5,3,238,5,0,1,0,0,0,0,1,1,0,0,0,0,1
0,4,227,2,0,0,1,0,0,0,0,0,0,1,0,0,1
4,3,151,0,0,1,0,0,0,0,1,0,0,1,0,0,1
4,2,264,0,9,0,0,0,0,0,1,0,0,1,1,0,0
3,1,263,0,4,0,0,0,1,0,0,0,0,1,0,0,1
4,2,223,5,3,0,1,0,0,0,0,1,0,0,0,0,1
4,4,227,3,0,1,0,1,0,0,0,0,1,0,0,0,1
4,3,270,2,0,0,0,0,0,0,1,0,0,1,0,1,0
0,2,223,6,0,0,0,0,0,0,1,0,0,1,0,0,1
5,4,251,2,0,1,0,0,0,0,1,0,1,0,1,0,0
2,1,271,6,2,1,0,1,0,0,0,0,0,1,1,0,0
3,2,173,0,15,1,1,0,0,0,0,0,0,1,1,0,0
3,1,264,4,0,1,0,0,0,1,0,1,0,0,1,0,0
3,4,218,2,0,0,0,0,0,0,1,1,0,0,0,0,1
4,1,266,2,0,0,0,0,0,1,0,1,0,0,0,1,0
5,5,253,5,0,0,1,0,0,0,0,0,1,0,1,0,0
3,4,212,3,0,0,0,0,1,0,0,0,0,1,0,0,1
3,2,145,2,29,1,0,0,0,1,0,0,0,1,0,0,1
4,2,232,3,8,1,0,1,0,0,0,0,0,1,0,0,1
3,1,254,3,0,1,0,1,0,0,0,0,0,1,0,0,1
3,3,153,5,35,1,0,0,0,0,1,0,0,1,1,0,0
5,1,236,2,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,153,2,7,1,0,0,1,0,0,0,0,1,1,0,0
5,1,103,0,3,0,0,0,0,0,1,0,0,1,1,0,0
5,5,264,3,56,1,1,0,0,0,0,0,0,1,0,0,1
5,4,144,3,0,1,1,0,0,0,0,0,1,0,1,0,0
5,1,245,2,0,1,0,0,0,0,1,0,0,1,0,0,1
3,2,267,5,0,1,0,0,0,1,0,0,1,0,1,0,0
4,5,184,3,5,1,0,0,0,0,1,0,0,1,1,0,0
0,3,250,4,4,1,0,0,0,1,0,0,0,1,0,0,1
3,1,194,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4,4,147,4,0,0,0,0,0,0,1,0,0,1,1,0,0
4,4,132,3,5,0,0,0,0,1,0,1,0,0,0,0,1
3,1,165,3,0,0,0,0,0,1,0,0,0,1,0,1,0
2,5,193,5,13,1,0,1,0,0,0,1,0,0,0,0,1
4,3,132,4,10,1,0,0,0,0,1,1,0,0,0,0,1
4,4,145,3,0,1,1,0,0,0,0,0,1,0,1,0,0
0,2,272,4,0,1,0,0,1,0,0,0,0,1,0,0,1
5,2,174,3,10,1,0,0,0,1,0,0,0,1,0,0,1
5,5,223,0,3,0,0,0,0,0,1,0,0,1,0,0,1
2,5,238,2,6,1,0,0,0,1,0,0,0,1,1,0,0
6,3,279,4,0,1,0,0,0,0,1,0,0,1,1,0,0
0,5,269,4,0,1,1,0,0,0,0,0,0,1,1,0,0
0,5,124,3,0,0,0,0,0,0,1,0,0,1,1,0,0
5,3,197,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4,4,223,4,0,0,0,0,1,0,0,0,0,1,1,0,0
3,2,261,5,0,1,0,0,0,0,1,0,0,1,0,0,1
0,3,231,3,53,1,0,1,0,0,0,0,0,1,0,0,1
3,1,238,3,0,1,1,0,0,0,0,0,0,1,0,0,1
6,2,309,4,8,0,0,1,0,0,0,0,0,1,0,0,1
4,2,259,5,0,0,0,0,0,1,0,0,0,1,0,0,1
4,2,272,4,0,1,0,0,0,1,0,0,0,1,1,0,0
0,4,177,2,6,0,0,0,0,0,1,0,0,1,1,0,0
0,2,240,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0,5,271,3,0,1,1,0,0,0,0,0,0,1,1,0,0
4,4,246,3,7,0,0,0,0,0,1,0,0,1,1,0,0
3,3,201,3,2,1,0,0,0,1,0,0,0,1,1,0,0
5,1,220,3,8,1,0,0,1,0,0,1,0,0,0,0,1
3,2,159,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,3,236,3,0,1,0,0,1,0,0,0,0,1,1,0,0
0,2,273,5,8,0,1,0,0,0,0,0,0,1,0,0,1
0,3,239,0,0,1,1,0,0,0,0,1,0,0,0,0,1
2,5,241,3,3,1,0,0,1,0,0,0,0,1,0,0,1
3,3,202,2,1,1,0,0,0,0,1,0,0,1,0,0,1
4,2,171,3,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,150,3,43,1,1,0,0,0,0,0,0,1,1,0,0
4,4,156,0,7,0,0,0,0,1,0,1,0,0,0,0,1
0,2,232,3,7,1,0,0,0,0,1,0,0,1,0,0,1
6,4,286,4,8,1,0,0,1,0,0,0,0,1,1,0,0
6,1,247,3,1,1,0,0,0,0,1,0,1,0,1,0,0
5,4,245,5,0,1,0,0,1,0,0,1,0,0,0,0,1
5,1,242,5,0,1,0,0,0,0,1,0,0,1,0,0,1
2,3,184,4,3,0,0,0,1,0,0,0,0,1,0,0,1
0,5,163,3,0,0,1,0,0,0,0,0,1,0,0,0,1
0,5,283,5,0,0,0,0,1,0,0,0,1,0,1,0,0
3,2,205,2,6,0,0,0,0,1,0,0,0,1,1,0,0
6,4,262,5,9,0,1,0,0,0,0,0,1,0,1,0,0
6,5,271,4,0,1,0,1,0,0,0,0,0,1,1,0,0
4,2,170,10,0,1,0,0,0,0,1,0,0,1,0,0,1
4,4,216,6,5,0,1,0,0,0,0,1,0,0,1,0,0
4,2,216,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,5,259,3,10,0,1,0,0,0,0,0,0,1,1,0,0
0,4,221,5,0,1,0,0,0,1,0,0,0,1,1,0,0
3,3,183,3,6,1,0,0,1,0,0,1,0,0,0,1,0
5,5,184,0,2,0,0,1,0,0,0,0,1,0,1,0,0
4,5,209,2,0,0,0,0,1,0,0,0,0,1,1,0,0
3,1,252,4,0,0,0,0,0,0,1,0,0,1,0,1,0
0,3,181,4,0,0,0,0,0,1,0,0,0,1,1,0,0
2,5,228,3,8,1,0,0,0,0,1,0,0,1,1,0,0
4,3,192,4,0,0,0,0,0,1,0,1,0,0,0,1,0
4,2,203,4,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,256,3,15,1,0,0,0,0,1,0,1,0,1,0,0
7,3,306,4,0,1,0,1,0,0,0,0,0,1,1,0,0
5,3,160,3,0,1,0,1,0,0,0,0,1,0,0,1,0
3,3,252,2,0,1,0,1,0,0,0,0,1,0,0,0,1
3,4,240,3,6,0,0,0,0,1,0,0,0,1,0,1,0
0,5,272,0,0,1,0,1,0,0,0,0,0,1,0,0,1
4,4,127,5,16,1,0,0,1,0,0,1,0,0,1,0,0
4,2,169,0,7,0,0,0,0,0,1,0,0,1,0,0,1
0,4,195,3,10,1,1,0,0,0,0,0,1,0,0,0,1
4,3,167,3,0,1,0,0,0,0,1,1,0,0,0,0,1
0,4,198,6,0,1,0,0,0,0,1,1,0,0,0,0,1
4,1,132,2,0,1,0,0,0,0,1,0,0,1,0,0,1
0,5,123,0,60,1,0,0,0,1,0,0,0,1,1,0,0
6,4,268,4,9,1,0,1,0,0,0,0,0,1,0,0,1
3,2,264,3,5,1,1,0,0,0,0,1,0,0,0,0,1
0,5,171,3,7,1,0,0,0,0,1,0,0,1,0,0,1
3,3,205,2,0,1,0,0,1,0,0,0,0,1,0,0,1
0,3,158,0,0,1,0,0,1,0,0,0,0,1,1,0,0
3,2,158,7,0,1,1,0,0,0,0,0,0,1,0,0,1
4,4,137,3,0,1,0,0,0,0,1,1,0,0,0,0,1
3,3,257,3,0,1,0,0,0,1,0,0,0,1,1,0,0
3,5,141,2,9,0,0,1,0,0,0,0,0,1,0,0,1
2,2,137,3,0,1,0,0,0,1,0,0,0,1,1,0,0
3,5,141,3,10,0,0,0,1,0,0,0,0,1,0,0,1
5,1,194,7,0,0,0,0,0,0,1,0,0,1,0,0,1
3,4,223,2,0,0,0,0,0,1,0,0,0,1,1,0,0
5,2,184,3,0,0,0,0,0,0,1,0,0,1,0,0,1
5,2,250,2,0,0,0,0,1,0,0,0,1,0,0,0,1
3,4,178,8,6,0,0,1,0,0,0,0,0,1,0,0,1
4,3,245,6,3,0,0,1,0,0,0,0,0,1,1,0,0
5,2,214,0,0,1,0,1,0,0,0,0,0,1,1,0,0
0,1,208,7,0,1,1,0,0,0,0,1,0,0,0,1,0
3,5,169,3,0,0,0,0,1,0,0,1,0,0,1,0,0
5,5,242,0,2,0,0,0,1,0,0,0,0,1,0,0,1
0,3,157,2,62,1,0,0,0,0,1,1,0,0,0,0,1
5,3,254,6,7,0,0,0,0,0,1,0,0,1,1,0,0
4,1,151,3,39,1,0,0,0,0,1,0,0,1,0,1,0
4,4,208,3,0,0,0,0,0,0,1,1,0,0,1,0,0
5,3,241,3,0,1,0,0,0,1,0,0,0,1,1,0,0
4,2,224,3,9,0,0,0,0,0,1,0,0,1,1,0,0
3,4,213,0,4,1,0,1,0,0,0,1,0,0,1,0,0
3,4,162,5,1,1,1,0,0,0,0,0,1,0,1,0,0
2,4,151,0,0,0,0,1,0,0,0,0,0,1,1,0,0
5,4,265,2,0,1,1,0,0,0,0,0,0,1,1,0,0
6,4,116,3,6,0,0,0,0,1,0,0,0,1,1,0,0
2,3,163,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,5,179,3,0,0,0,0,0,0,1,0,0,1,1,0,0
4,5,164,3,7,0,0,1,0,0,0,0,1,0,0,1,0
4,2,182,0,14,1,0,0,0,0,1,1,0,0,0,0,1
0,4,194,0,0,1,1,0,0,0,0,1,0,0,1,0,0
4,4,187,3,6,0,0,0,0,1,0,0,0,1,0,1,0
5,5,271,4,10,1,1,0,0,0,0,0,0,1,0,1,0
5,4,254,5,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1,269,3,0,1,0,0,0,0,1,0,0,1,1,0,0
6,5,300,5,0,0,0,0,1,0,0,0,0,1,1,0,0
0,2,160,2,0,1,0,1,0,0,0,0,0,1,0,0,1
3,4,197,6,3,1,1,0,0,0,0,0,0,1,0,0,1
3,4,256,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3,3,241,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,2,264,5,27,1,0,0,0,1,0,0,1,0,1,0,0
0,4,176,3,34,1,0,0,1,0,0,0,0,1,0,1,0
4,4,104,4,0,1,0,0,0,0,1,0,0,1,1,0,0
4,3,175,3,0,1,0,0,0,0,1,0,0,1,1,0,0
2,3,263,4,9,0,0,1,0,0,0,0,0,1,0,0,1
3,5,161,0,9,0,0,0,1,0,0,0,0,1,0,0,1
3,1,162,2,52,1,0,1,0,0,0,0,0,1,1,0,0
4,2,178,8,0,1,0,0,0,0,1,0,0,1,0,0,1
6,2,99,3,8,0,1,0,0,0,0,0,0,1,1,0,0
5,2,116,5,0,1,0,0,1,0,0,1,0,0,0,1,0
0,5,261,2,6,0,0,0,0,0,1,0,0,1,0,0,1
5,1,248,5,8,0,0,0,1,0,0,0,0,1,1,0,0
4,1,185,2,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,215,6,0,1,0,0,0,0,1,0,1,0,0,1,0
4,1,145,0,0,1,0,1,0,0,0,0,0,1,1,0,0
6,1,282,4,7,0,1,0,0,0,0,0,0,1,1,0,0
3,4,162,0,7,0,0,0,0,0,1,0,0,1,0,0,1
3,3,163,3,0,1,0,0,0,0,1,0,1,0,0,0,1
0,1,263,3,0,0,0,0,0,0,1,0,1,0,0,1,0
5,3,216,0,1,1,0,0,0,1,0,0,1,0,0,0,1
5,4,221,6,6,1,0,0,1,0,0,0,0,1,0,0,1
3,3,273,10,10,1,0,0,1,0,0,0,1,0,0,0,1
3,5,199,4,0,0,0,0,0,0,1,0,0,1,1,0,0
4,2,133,3,2,1,1,0,0,0,0,0,0,1,1,0,0
5,2,141,3,34,1,0,0,1,0,0,0,0,1,0,1,0
4,5,142,2,10,1,0,1,0,0,0,0,0,1,0,0,1
0,4,266,0,3,1,0,1,0,0,0,0,0,1,1,0,0
7,5,244,4,2,1,0,0,0,1,0,0,1,0,1,0,0
6,4,112,4,9,1,0,0,0,1,0,0,0,1,0,0,1
4,5,190,3,6,1,0,0,0,1,0,0,0,1,0,0,1
4,5,218,3,0,1,0,0,0,0,1,0,1,0,1,0,0
0,2,222,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4,1,231,5,10,0,1,0,0,0,0,0,1,0,0,0,1
5,1,212,3,11,1,0,0,0,0,1,0,0,1,1,0,0
4,3,173,3,4,1,0,0,0,0,1,0,1,0,1,0,0
0,5,204,0,0,0,0,0,1,0,0,0,0,1,0,0,1
