Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
4.0,3,258,3.0,10,3951,0,1,0,0,0,0,0,1,0,0,1
6.0,4,237,5.0,2,5437,0,0,0,1,0,0,0,1,0,0,1
4.0,3,240,3.0,8,4423,0,1,0,0,0,0,0,1,0,1,0
4.0,1,195,3.0,10,2849,0,0,1,0,0,0,0,1,0,1,0
6.0,3,266,4.0,10,1983,0,0,1,0,0,1,0,0,0,0,1
3.0,4,158,3.0,10,1137,0,0,0,1,0,0,0,1,1,0,0
2.0,5,271,2.0,10,3951,0,0,1,0,0,0,1,0,0,1,0
4.0,1,133,4.0,64,3951,0,0,0,1,0,0,0,1,0,0,1
0.0,2,244,3.0,8,3571,0,1,0,0,0,0,0,1,0,1,0
4.0,3,223,4.0,25,3148,0,1,0,0,0,0,0,1,0,1,0
4.0,2,237,3.0,10,4785,0,0,1,0,0,0,0,1,0,1,0
2.0,5,185,0.0,9,5810,0,0,1,0,0,0,0,1,0,1,0
4.0,1,186,2.0,4,4686,0,0,1,0,0,1,0,0,0,1,0
3.0,1,138,5.0,8,1349,0,0,0,1,0,0,0,1,0,0,1
3.0,3,216,8.0,4,5329,0,0,1,0,0,0,0,1,0,0,1
4.0,3,276,4.0,10,3889,1,0,0,0,0,0,1,0,0,1,0
6.0,5,167,3.0,2,5761,0,0,0,0,1,0,0,1,0,1,0
4.0,3,170,3.0,10,1588,0,0,0,0,1,0,0,1,0,1,0
4.0,1,269,2.0,10,4930,0,0,0,0,1,0,0,1,0,0,1
2.0,1,207,3.0,10,5394,0,0,1,0,0,0,0,1,0,0,1
0.0,2,309,4.0,7,1941,0,1,0,0,0,0,0,1,0,1,0
0.0,2,255,4.0,5,4415,0,0,0,0,1,0,0,1,0,0,1
5.0,1,171,4.0,10,4418,0,0,0,0,1,0,0,1,0,0,1
6.0,2,287,4.0,10,1837,1,0,0,0,0,1,0,0,0,1,0
5.0,4,227,2.0,10,3951,0,1,0,0,0,0,1,0,0,0,1
5.0,3,162,2.0,10,1045,0,0,0,1,0,0,0,1,0,1,0
4.0,3,279,0.0,2,5405,0,0,1,0,0,1,0,0,0,0,1
3.0,2,208,2.0,10,4582,0,1,0,0,0,1,0,0,0,1,0
5.0,4,140,3.0,4,4623,0,0,1,0,0,0,0,1,0,0,1
0.0,3,202,3.0,10,4930,0,0,1,0,0,0,0,1,0,1,0
5.0,4,180,4.0,10,4200,0,1,0,0,0,0,1,0,0,0,1
2.0,5,252,0.0,10,5281,1,0,0,0,0,1,0,0,0,0,1
3.0,3,272,3.0,10,4059,0,1,0,0,0,0,1,0,0,1,0
0.0,1,262,5.0,5,1916,0,0,0,0,1,0,0,1,0,1,0
4.0,2,273,2.0,9,3383,0,0,0,0,1,0,0,1,0,1,0
0.0,4,226,2.0,10,5460,1,0,0,0,0,0,0,1,0,0,1
3.0,5,159,2.0,6,5804,1,0,0,0,0,0,0,1,0,0,1
3.0,5,142,3.0,10,3951,0,1,0,0,0,0,0,1,0,1,0
3.0,3,249,3.0,51,2173,0,1,0,0,0,0,0,1,0,0,1
0.0,2,246,0.0,5,5960,0,0,1,0,0,0,0,1,1,0,0
0.0,2,219,2.0,1,5071,0,0,0,0,1,0,0,1,0,1,0
3.0,3,238,8.0,3,4943,0,0,0,1,0,0,0,1,0,0,1
5.0,1,235,5.0,10,1259,0,0,0,1,0,0,0,1,0,1,0
0.0,3,240,3.0,6,4964,0,1,0,0,0,1,0,0,0,0,1
3.0,5,253,4.0,10,4761,0,0,1,0,0,0,0,1,0,1,0
2.0,4,271,8.0,10,3951,0,0,0,1,0,0,1,0,0,0,1
0.0,2,204,3.0,10,2792,0,1,0,0,0,0,0,1,0,0,1
0.0,2,140,3.0,8,5724,0,1,0,0,0,0,0,1,0,1,0
3.0,2,211,3.0,7,4145,0,0,0,1,0,0,1,0,1,0,0
4.0,5,164,2.0,9,5453,1,0,0,0,0,1,0,0,0,1,0
3.0,2,238,4.0,10,3179,0,1,0,0,0,0,0,1,0,0,1
4.0,2,169,3.0,10,4309,0,0,1,0,0,0,0,1,0,1,0
4.0,2,224,3.0,3,5967,1,0,0,0,0,0,1,0,0,1,0
3.0,1,228,2.0,45,2257,0,0,0,0,1,0,0,1,0,1,0
3.0,2,211,4.0,1,5831,0,1,0,0,0,0,0,1,1,0,0
5.0,3,202,2.0,10,5716,0,0,0,0,1,1,0,0,0,1,0
3.0,1,111,4.0,10,1620,0,0,0,1,0,0,0,1,0,1,0
0.0,5,256,4.0,10,5244,0,0,0,0,1,0,1,0,0,1,0
6.0,1,254,4.0,3,1488,0,0,0,0,1,1,0,0,0,0,1
5.0,5,193,5.0,10,5087,1,0,0,0,0,0,1,0,1,0,0
4.0,1,263,5.0,10,1257,0,0,0,0,1,0,0,1,0,1,0
5.0,2,268,3.0,10,3951,0,1,0,0,0,0,0,1,0,1,0
4.0,4,176,4.0,10,1293,0,0,0,0,1,0,0,1,1,0,0
3.0,1,156,3.0,10,4278,0,0,0,1,0,0,0,1,0,0,1
3.0,4,168,3.0,10,5183,0,0,0,0,1,1,0,0,0,0,1
3.0,3,160,2.0,32,1718,0,0,0,0,1,1,0,0,0,0,1
4.0,1,155,4.0,1,4985,0,1,0,0,0,0,0,1,0,1,0
7.0,4,302,5.0,7,1503,0,0,0,0,1,0,0,1,0,0,1
3.0,1,133,3.0,10,5724,0,1,0,0,0,0,0,1,0,1,0
7.0,1,309,4.0,4,1151,0,1,0,0,0,0,0,1,0,1,0
7.0,2,283,5.0,10,1722,0,0,0,1,0,0,0,1,0,1,0
0.0,2,197,0.0,10,4196,0,0,0,1,0,0,0,1,0,1,0
5.0,5,258,5.0,6,1068,0,1,0,0,0,0,0,1,0,1,0
5.0,1,226,6.0,5,1078,0,1,0,0,0,0,0,1,0,1,0
2.0,5,265,2.0,50,3859,1,0,0,0,0,0,0,1,0,1,0
2.0,2,161,5.0,3,4138,0,0,0,1,0,1,0,0,0,0,1
4.0,5,199,2.0,4,4762,0,0,1,0,0,1,0,0,0,0,1
0.0,5,177,4.0,2,4873,0,1,0,0,0,0,1,0,0,0,1
2.0,2,134,3.0,10,3951,1,0,0,0,0,0,0,1,0,1,0
6.0,4,218,6.0,10,4625,0,0,0,0,1,1,0,0,0,0,1
5.0,2,133,2.0,10,4556,0,0,0,1,0,0,0,1,1,0,0
5.0,4,239,3.0,7,4960,0,1,0,0,0,1,0,0,0,1,0
2.0,5,271,3.0,10,4185,1,0,0,0,0,0,0,1,0,1,0
0.0,4,271,0.0,10,5218,1,0,0,0,0,0,0,1,0,1,0
4.0,3,261,0.0,10,4028,0,0,0,1,0,0,0,1,0,0,1
4.0,5,258,5.0,10,1162,0,0,0,0,1,0,0,1,0,1,0
0.0,1,238,2.0,3,2241,0,0,1,0,0,0,0,1,0,1,0
5.0,1,149,2.0,10,5435,0,0,1,0,0,0,1,0,0,1,0
6.0,2,293,4.0,10,1477,1,0,0,0,0,0,0,1,0,1,0
3.0,1,206,2.0,10,2069,0,0,0,0,1,0,0,1,0,0,1
5.0,2,263,6.0,10,1511,0,0,0,1,0,0,0,1,0,1,0
3.0,2,272,3.0,40,3766,0,1,0,0,0,0,0,1,0,0,1
2.0,1,181,5.0,10,1038,1,0,0,0,0,0,0,1,0,0,1
4.0,3,134,3.0,21,1955,0,0,0,0,1,0,0,1,0,1,0
6.0,4,292,4.0,5,1793,1,0,0,0,0,1,0,0,0,0,1
5.0,2,208,8.0,10,4751,0,0,0,1,0,0,0,1,0,0,1
3.0,1,161,3.0,9,4865,0,0,0,1,0,1,0,0,0,1,0
3.0,2,198,0.0,10,5889,0,0,0,1,0,0,0,1,0,0,1
4.0,5,252,4.0,10,4983,1,0,0,0,0,0,0,1,0,1,0
4.0,2,237,2.0,6,2965,0,0,1,0,0,0,0,1,0,0,1
3.0,3,180,3.0,10,1684,0,0,1,0,0,0,0,1,1,0,0
3.0,5,155,4.0,1,4432,1,0,0,0,0,1,0,0,0,1,0
3.0,1,185,2.0,10,5430,0,0,0,0,1,1,0,0,0,0,1
4.0,5,215,0.0,21,3984,0,0,0,0,1,0,1,0,0,0,1
4.0,1,200,3.0,5,4686,0,0,1,0,0,0,0,1,0,1,0
5.0,3,150,2.0,9,4446,0,0,0,1,0,0,0,1,1,0,0
3.0,1,174,3.0,10,4380,0,0,0,0,1,0,0,1,0,1,0
3.0,4,272,10.0,10,3951,0,0,0,1,0,0,0,1,0,0,1
3.0,2,238,2.0,10,3728,0,0,0,0,1,0,0,1,0,1,0
3.0,1,178,5.0,15,1242,1,0,0,0,0,0,0,1,0,1,0
4.0,5,223,3.0,7,3951,0,0,0,1,0,1,0,0,0,0,1
0.0,2,232,2.0,58,2054,0,0,0,1,0,0,0,1,0,1,0
4.0,3,200,2.0,65,3485,0,0,1,0,0,1,0,0,0,0,1
6.0,5,225,6.0,10,2052,0,0,1,0,0,0,0,1,0,1,0
4.0,5,217,3.0,3,5380,0,0,0,0,1,0,0,1,0,1,0
3.0,1,190,3.0,10,5065,0,1,0,0,0,0,0,1,0,1,0
4.0,3,159,3.0,33,1330,1,0,0,0,0,0,1,0,0,1,0
4.0,4,162,10.0,10,1583,0,0,0,1,0,0,1,0,1,0,0
3.0,2,227,2.0,10,3951,1,0,0,0,0,0,0,1,0,0,1
3.0,4,191,4.0,43,2903,0,0,1,0,0,0,0,1,0,0,1
6.0,3,245,4.0,10,1158,1,0,0,0,0,0,0,1,0,1,0
3.0,4,164,2.0,1,4067,1,0,0,0,0,0,0,1,0,1,0
4.0,4,180,4.0,7,5609,0,0,0,0,1,0,0,1,0,0,1
0.0,3,261,3.0,42,2664,0,0,0,1,0,0,0,1,0,1,0
3.0,5,154,3.0,10,4219,1,0,0,0,0,0,1,0,1,0,0
0.0,2,272,2.0,57,2377,0,0,0,0,1,0,0,1,0,1,0
3.0,3,271,2.0,15,3542,0,1,0,0,0,0,1,0,0,0,1
0.0,5,219,6.0,10,1394,0,0,0,0,1,0,0,1,0,1,0
0.0,5,156,3.0,5,5398,0,0,0,0,1,0,1,0,0,1,0
4.0,3,208,3.0,10,4837,0,0,0,1,0,0,1,0,0,0,1
4.0,2,261,3.0,4,3951,0,1,0,0,0,0,0,1,0,1,0
3.0,2,257,3.0,10,3620,0,0,0,0,1,0,0,1,0,1,0
5.0,2,235,0.0,10,4938,0,0,0,0,1,0,0,1,0,1,0
3.0,2,134,3.0,6,4778,0,0,0,0,1,0,0,1,0,1,0
3.0,1,201,6.0,3,2497,0,0,0,1,0,0,0,1,0,0,1
5.0,1,250,3.0,8,5845,0,0,1,0,0,0,0,1,0,1,0
5.0,2,303,4.0,10,1224,1,0,0,0,0,0,0,1,0,1,0
3.0,2,198,5.0,10,5443,0,1,0,0,0,1,0,0,0,0,1
5.0,4,248,4.0,5,4271,1,0,0,0,0,0,0,1,0,0,1
3.0,1,209,2.0,6,5701,0,0,0,0,1,0,0,1,0,1,0
0.0,4,233,4.0,1,4255,0,0,0,1,0,0,0,1,0,0,1
3.0,3,255,2.0,10,4824,0,0,0,0,1,0,0,1,0,0,1
0.0,4,175,2.0,7,1188,1,0,0,0,0,0,0,1,0,1,0
5.0,2,130,4.0,10,4371,0,0,0,1,0,0,0,1,1,0,0
4.0,3,199,3.0,10,4391,0,0,0,1,0,0,0,1,0,1,0
6.0,4,279,4.0,10,1128,0,0,0,0,1,0,1,0,0,1,0
5.0,4,269,3.0,10,3415,0,0,0,1,0,0,0,1,0,0,1
4.0,4,225,5.0,5,5060,1,0,0,0,0,0,0,1,0,1,0
3.0,4,273,0.0,8,4530,0,0,0,1,0,0,0,1,1,0,0
3.0,2,204,4.0,7,4768,0,0,1,0,0,0,0,1,0,0,1
2.0,5,160,0.0,10,3951,0,0,0,0,1,1,0,0,0,1,0
5.0,2,249,3.0,10,5000,0,1,0,0,0,0,0,1,1,0,0
6.0,4,285,4.0,10,1422,0,0,0,0,1,0,1,0,0,0,1
5.0,5,135,4.0,7,5765,0,1,0,0,0,1,0,0,0,0,1
2.0,5,255,5.0,10,3775,0,0,1,0,0,0,0,1,0,0,1
4.0,5,216,4.0,10,4458,0,0,0,1,0,0,0,1,0,0,1
5.0,3,251,3.0,8,4228,0,0,1,0,0,0,0,1,0,0,1
0.0,1,279,4.0,10,4607,1,0,0,0,0,0,0,1,0,0,1
0.0,3,175,2.0,3,4200,0,0,1,0,0,0,0,1,0,1,0
0.0,1,263,3.0,10,4505,0,0,0,0,1,0,0,1,0,0,1
4.0,2,151,2.0,10,4987,0,0,0,0,1,0,0,1,0,0,1
4.0,5,108,6.0,46,1882,0,0,0,1,0,0,0,1,0,1,0
4.0,2,221,2.0,13,3097,0,0,0,1,0,0,1,0,0,1,0
4.0,5,148,2.0,10,1087,1,0,0,0,0,1,0,0,0,0,1
4.0,2,136,2.0,17,3951,1,0,0,0,0,0,0,1,0,0,1
3.0,4,244,3.0,46,2844,0,0,0,1,0,0,0,1,0,1,0
5.0,5,156,4.0,5,5987,1,0,0,0,0,0,0,1,0,1,0
3.0,5,180,3.0,10,1228,1,0,0,0,0,0,0,1,0,1,0
0.0,2,227,3.0,4,4450,0,1,0,0,0,0,0,1,0,1,0
6.0,3,301,4.0,10,1083,0,0,0,0,1,0,1,0,0,1,0
0.0,1,235,6.0,10,5591,0,0,1,0,0,1,0,0,0,0,1
3.0,1,153,2.0,7,5292,0,1,0,0,0,1,0,0,0,1,0
4.0,4,151,3.0,6,1930,0,0,0,0,1,0,0,1,0,0,1
0.0,3,266,2.0,46,3594,0,0,0,0,1,0,1,0,0,0,1
5.0,1,178,2.0,10,4369,0,0,0,0,1,0,0,1,0,1,0
2.0,4,208,3.0,10,4226,0,0,0,0,1,0,0,1,0,0,1
4.0,4,146,3.0,10,5805,0,0,0,0,1,0,0,1,0,1,0
4.0,1,133,2.0,8,4277,0,0,0,0,1,0,0,1,0,0,1
2.0,5,254,2.0,10,5718,0,0,1,0,0,0,1,0,0,1,0
0.0,1,221,0.0,6,5267,1,0,0,0,0,1,0,0,0,0,1
3.0,4,270,2.0,4,4681,0,0,0,0,1,0,0,1,0,1,0
3.0,4,200,3.0,49,2942,0,1,0,0,0,0,0,1,0,0,1
3.0,1,215,2.0,9,4940,0,1,0,0,0,0,0,1,0,0,1
4.0,1,247,3.0,5,5636,0,0,0,1,0,0,0,1,0,1,0
3.0,5,190,10.0,32,2931,1,0,0,0,0,0,1,0,0,0,1
6.0,5,302,4.0,7,3951,0,0,0,1,0,0,0,1,0,1,0
3.0,1,233,0.0,10,5331,0,1,0,0,0,0,0,1,0,0,1
4.0,1,222,4.0,10,3951,1,0,0,0,0,0,0,1,0,1,0
0.0,4,186,0.0,6,5540,0,0,1,0,0,0,0,1,0,1,0
3.0,3,224,4.0,10,4147,1,0,0,0,0,0,0,1,0,0,1
5.0,3,262,5.0,10,4157,0,1,0,0,0,0,0,1,0,1,0
5.0,1,211,3.0,7,5594,1,0,0,0,0,0,1,0,0,1,0
2.0,5,271,3.0,6,5471,0,0,0,0,1,0,0,1,0,1,0
2.0,2,203,4.0,10,5764,0,1,0,0,0,0,0,1,0,0,1
4.0,2,253,5.0,9,1438,0,0,1,0,0,0,1,0,0,0,1
2.0,2,221,2.0,10,4500,0,0,0,1,0,0,0,1,0,0,1
0.0,5,165,4.0,10,4795,0,1,0,0,0,0,0,1,0,1,0
3.0,1,169,3.0,24,1740,1,0,0,0,0,1,0,0,1,0,0
4.0,5,169,10.0,6,4385,0,0,0,1,0,0,0,1,0,0,1
5.0,5,249,4.0,10,2797,0,0,0,0,1,0,0,1,0,0,1
0.0,5,205,4.0,9,4819,0,0,0,0,1,0,0,1,0,1,0
4.0,4,174,2.0,2,5892,0,0,0,1,0,0,1,0,0,0,1
4.0,5,188,2.0,10,4433,0,1,0,0,0,0,0,1,0,1,0
0.0,3,248,2.0,10,5211,0,0,0,0,1,1,0,0,0,0,1
6.0,3,245,4.0,3,1982,0,1,0,0,0,0,0,1,0,1,0
3.0,5,152,3.0,43,3951,0,0,0,1,0,0,0,1,0,1,0
6.0,4,253,4.0,10,1485,0,0,0,0,1,0,0,1,0,1,0
0.0,3,137,4.0,9,4754,0,1,0,0,0,1,0,0,0,1,0
3.0,5,244,3.0,10,4652,0,0,0,0,1,0,0,1,0,1,0
6.0,5,304,0.0,10,1864,0,0,0,0,1,0,0,1,0,1,0
3.0,4,196,4.0,10,4749,0,0,0,0,1,0,0,1,0,1,0
4.0,5,213,4.0,10,2381,0,0,0,0,1,1,0,0,0,1,0
4.0,2,180,3.0,22,1261,0,0,0,1,0,0,0,1,0,1,0
5.0,4,237,3.0,10,4369,0,0,0,0,1,0,1,0,0,0,1
0.0,3,228,4.0,10,3583,0,1,0,0,0,0,0,1,0,1,0
3.0,2,164,3.0,10,1187,0,1,0,0,0,0,0,1,0,0,1
0.0,4,184,0.0,9,3332,0,1,0,0,0,0,1,0,0,1,0
3.0,5,180,2.0,1,5940,0,0,0,0,1,0,0,1,0,0,1
0.0,4,153,3.0,5,4624,0,0,0,0,1,0,0,1,0,1,0
5.0,3,230,3.0,10,4914,1,0,0,0,0,0,0,1,0,0,1
0.0,4,147,3.0,4,4549,0,0,1,0,0,0,0,1,0,1,0
4.0,5,187,2.0,10,3218,0,0,1,0,0,0,0,1,0,1,0
6.0,1,229,6.0,35,3239,0,0,0,1,0,0,0,1,0,1,0
4.0,4,218,2.0,4,4104,0,0,0,1,0,0,0,1,0,1,0
5.0,1,247,10.0,57,2377,1,0,0,0,0,1,0,0,0,0,1
3.0,3,185,0.0,10,4387,0,0,0,0,1,0,1,0,0,0,1
6.0,1,192,6.0,10,4014,1,0,0,0,0,0,0,1,0,0,1
3.0,2,148,3.0,64,1280,0,0,0,0,1,0,0,1,0,0,1
5.0,3,270,5.0,10,1568,1,0,0,0,0,0,0,1,0,1,0
5.0,3,172,3.0,10,4056,0,0,0,0,1,0,0,1,0,0,1
7.0,3,306,4.0,4,1739,0,0,0,0,1,1,0,0,0,0,1
6.0,4,247,4.0,10,1831,0,1,0,0,0,0,0,1,0,1,0
4.0,4,135,3.0,10,4651,0,0,1,0,0,0,0,1,0,1,0
3.0,2,180,2.0,4,4758,0,0,0,0,1,0,1,0,0,0,1
3.0,1,216,4.0,4,4416,1,0,0,0,0,0,0,1,0,0,1
6.0,3,296,4.0,7,1515,0,1,0,0,0,0,0,1,0,0,1
5.0,5,249,4.0,2,1727,0,0,1,0,0,0,0,1,0,0,1
3.0,1,269,2.0,10,2195,0,0,0,0,1,0,0,1,0,0,1
2.0,5,157,3.0,10,4888,0,0,0,0,1,0,0,1,0,0,1
0.0,1,181,0.0,4,5578,0,0,0,1,0,0,0,1,0,0,1
3.0,3,242,2.0,10,4960,0,0,0,0,1,0,0,1,0,0,1
3.0,3,165,4.0,10,4176,0,0,0,0,1,0,0,1,0,0,1
3.0,2,226,3.0,5,5484,0,0,0,0,1,0,1,0,0,1,0
7.0,5,289,4.0,10,1074,0,0,0,0,1,0,0,1,0,1,0
2.0,2,147,2.0,10,1447,1,0,0,0,0,0,0,1,0,0,1
0.0,1,255,2.0,10,3951,1,0,0,0,0,0,0,1,0,0,1
4.0,4,97,6.0,4,5801,0,1,0,0,0,0,1,0,0,1,0
0.0,1,177,3.0,10,3951,0,0,1,0,0,0,0,1,0,0,1
4.0,4,228,3.0,12,3359,0,1,0,0,0,0,0,1,0,0,1
3.0,4,134,3.0,31,1540,0,1,0,0,0,0,0,1,0,0,1
3.0,2,199,3.0,8,5431,0,1,0,0,0,0,0,1,0,1,0
4.0,5,252,3.0,4,5017,1,0,0,0,0,1,0,0,0,0,1
3.0,5,193,2.0,10,3730,0,0,1,0,0,0,0,1,0,0,1
0.0,5,223,3.0,53,3670,0,0,1,0,0,0,0,1,0,0,1
3.0,5,152,2.0,10,1800,0,1,0,0,0,1,0,0,0,0,1
6.0,4,256,4.0,10,1791,0,1,0,0,0,0,1,0,0,0,1
3.0,1,235,4.0,7,4833,0,0,1,0,0,0,0,1,1,0,0
3.0,4,174,2.0,10,1430,0,0,1,0,0,1,0,0,0,0,1
0.0,1,239,3.0,63,2154,0,1,0,0,0,1,0,0,0,1,0
6.0,5,298,4.0,8,1759,0,0,0,0,1,0,0,1,0,0,1
3.0,3,228,3.0,8,4927,0,1,0,0,0,0,0,1,0,0,1
6.0,4,138,0.0,10,1181,1,0,0,0,0,1,0,0,0,0,1
2.0,4,246,2.0,10,5337,0,0,0,0,1,0,0,1,0,1,0
4.0,4,142,10.0,10,4624,0,0,0,0,1,0,0,1,1,0,0
5.0,5,236,3.0,10,5724,0,0,0,0,1,0,0,1,1,0,0
0.0,3,206,2.0,10,5076,0,0,1,0,0,1,0,0,0,1,0
0.0,1,155,3.0,47,1193,0,0,0,0,1,0,0,1,0,0,1
3.0,1,244,3.0,6,4062,0,0,0,0,1,0,0,1,0,0,1
3.0,4,205,8.0,10,4977,0,0,1,0,0,0,0,1,0,0,1
4.0,4,273,2.0,10,5676,0,1,0,0,0,1,0,0,0,0,1
3.0,4,160,4.0,1,5341,0,0,0,0,1,0,0,1,0,1,0
0.0,2,134,3.0,10,4064,0,0,1,0,0,0,0,1,0,0,1
4.0,1,153,4.0,7,1130,1,0,0,0,0,0,0,1,0,1,0
0.0,5,206,3.0,21,3746,1,0,0,0,0,0,0,1,0,0,1
6.0,1,259,3.0,3,5683,0,0,0,0,1,0,0,1,0,1,0
5.0,2,243,0.0,10,1385,0,0,0,0,1,0,0,1,0,0,1
5.0,1,279,4.0,10,3440,0,0,0,1,0,0,0,1,0,0,1
5.0,2,280,3.0,10,5858,0,0,0,0,1,0,0,1,1,0,0
5.0,1,191,0.0,56,3538,0,0,1,0,0,0,0,1,0,1,0
3.0,3,234,3.0,10,5652,0,0,0,0,1,0,0,1,0,1,0
6.0,5,253,4.0,10,1893,0,0,0,1,0,0,0,1,0,1,0
3.0,4,97,4.0,32,3951,1,0,0,0,0,0,0,1,0,1,0
0.0,2,266,3.0,1,5532,0,0,0,1,0,0,1,0,1,0,0
6.0,3,202,4.0,10,4496,1,0,0,0,0,0,0,1,0,0,1
4.0,2,271,3.0,10,5902,1,0,0,0,0,0,0,1,0,0,1
5.0,4,260,6.0,10,1765,0,0,0,0,1,0,0,1,0,1,0
0.0,5,262,6.0,10,1418,0,0,0,0,1,0,0,1,0,1,0
5.0,4,179,6.0,10,5433,0,0,1,0,0,1,0,0,0,0,1
4.0,4,154,3.0,4,5393,0,1,0,0,0,0,0,1,0,1,0
0.0,4,242,2.0,10,3951,0,0,0,0,1,1,0,0,0,1,0
3.0,4,245,10.0,10,5363,0,0,0,1,0,0,0,1,0,0,1
4.0,4,142,10.0,10,5425,0,0,0,0,1,0,0,1,1,0,0
4.0,3,245,5.0,7,1182,1,0,0,0,0,0,1,0,0,1,0
5.0,1,230,6.0,60,2067,1,0,0,0,0,0,0,1,0,1,0
3.0,5,247,3.0,4,5891,0,1,0,0,0,1,0,0,0,1,0
3.0,5,167,2.0,8,5083,0,0,0,1,0,0,0,1,0,0,1
0.0,2,238,5.0,10,4618,0,1,0,0,0,0,0,1,0,0,1
4.0,5,238,3.0,9,1724,0,0,0,0,1,0,0,1,0,1,0
0.0,5,143,0.0,2,5286,0,0,1,0,0,0,1,0,0,0,1
4.0,1,204,8.0,7,5359,0,0,0,1,0,0,1,0,0,1,0
3.0,2,191,2.0,7,5357,0,0,0,1,0,0,0,1,0,0,1
5.0,2,196,3.0,4,4868,0,0,0,0,1,0,0,1,0,0,1
3.0,1,134,3.0,10,5802,1,0,0,0,0,1,0,0,0,1,0
4.0,1,226,3.0,10,2211,0,0,1,0,0,0,1,0,0,1,0
5.0,1,241,5.0,10,1379,0,0,1,0,0,0,0,1,0,0,1
4.0,5,263,3.0,10,5445,0,0,0,0,1,1,0,0,0,0,1
5.0,2,271,4.0,10,4066,0,1,0,0,0,0,0,1,0,1,0
0.0,1,260,4.0,2,4091,0,0,0,0,1,0,1,0,0,1,0
3.0,3,227,3.0,10,3951,0,0,0,1,0,0,0,1,0,0,1
5.0,1,134,2.0,7,5610,0,0,0,0,1,1,0,0,0,1,0
4.0,4,196,3.0,10,3244,0,1,0,0,0,0,0,1,0,1,0
4.0,4,242,6.0,9,3951,0,0,0,0,1,0,0,1,0,1,0
0.0,3,247,4.0,10,1626,0,0,0,0,1,0,1,0,0,0,1
0.0,1,195,3.0,3,5961,0,0,0,0,1,0,0,1,0,0,1
4.0,2,250,3.0,10,2478,0,0,0,1,0,0,0,1,0,1,0
0.0,4,285,0.0,10,4505,0,1,0,0,0,0,0,1,0,1,0
3.0,3,261,4.0,7,4542,0,0,0,0,1,0,0,1,0,0,1
0.0,1,270,2.0,10,4369,0,0,0,0,1,0,0,1,0,1,0
5.0,2,217,3.0,10,3951,0,0,0,0,1,1,0,0,1,0,0
0.0,1,189,3.0,10,4496,0,0,0,1,0,0,1,0,0,0,1
4.0,2,237,2.0,1,5261,0,0,0,0,1,0,1,0,0,1,0
4.0,1,238,3.0,4,5449,0,1,0,0,0,0,0,1,0,1,0
3.0,1,166,2.0,10,4375,1,0,0,0,0,0,0,1,0,1,0
3.0,4,160,4.0,56,1408,0,0,1,0,0,0,0,1,0,1,0
4.0,1,242,2.0,10,3966,1,0,0,0,0,0,0,1,0,1,0
3.0,4,257,3.0,4,4883,0,1,0,0,0,0,0,1,0,1,0
3.0,5,206,3.0,6,4620,0,0,0,0,1,1,0,0,0,1,0
4.0,1,197,3.0,10,4326,0,1,0,0,0,1,0,0,0,1,0
5.0,5,203,4.0,6,4557,0,0,1,0,0,0,0,1,0,1,0
0.0,1,204,3.0,10,4619,0,0,0,0,1,0,0,1,0,0,1
4.0,2,225,3.0,52,3189,0,1,0,0,0,0,0,1,0,1,0
2.0,2,124,0.0,56,1494,0,1,0,0,0,0,0,1,0,1,0
2.0,1,181,4.0,10,4747,0,0,0,1,0,0,0,1,0,1,0
4.0,2,251,2.0,10,2673,0,0,0,0,1,0,0,1,0,1,0
3.0,4,238,2.0,10,4991,0,0,1,0,0,1,0,0,0,0,1
4.0,4,232,5.0,2,1386,0,0,1,0,0,0,1,0,0,0,1
0.0,3,258,3.0,7,4887,0,0,0,0,1,0,0,1,0,0,1
0.0,5,259,3.0,4,5344,0,1,0,0,0,1,0,0,0,0,1
3.0,2,261,2.0,10,4035,0,1,0,0,0,0,0,1,0,0,1
7.0,5,255,4.0,7,1104,0,0,0,1,0,0,1,0,0,1,0
3.0,2,188,3.0,10,3335,0,0,0,0,1,0,0,1,0,1,0
4.0,3,138,0.0,10,1080,0,0,0,0,1,1,0,0,0,0,1
5.0,1,285,4.0,10,1428,0,0,0,1,0,0,0,1,0,0,1
3.0,4,182,3.0,7,5409,1,0,0,0,0,1,0,0,0,0,1
5.0,5,165,3.0,32,1798,0,0,0,0,1,0,0,1,0,0,1
5.0,1,158,3.0,10,1483,0,0,0,1,0,0,0,1,0,1,0
6.0,3,166,5.0,10,4596,0,0,0,1,0,1,0,0,0,0,1
4.0,5,273,2.0,9,5724,0,0,1,0,0,0,1,0,0,1,0
2.0,5,140,0.0,2,4636,0,1,0,0,0,0,0,1,1,0,0
4.0,4,254,5.0,10,1654,1,0,0,0,0,0,0,1,0,1,0
0.0,3,206,0.0,1,4583,0,0,0,0,1,0,0,1,1,0,0
0.0,4,185,2.0,10,4729,0,0,1,0,0,0,0,1,0,0,1
0.0,4,252,4.0,10,3951,0,0,1,0,0,0,0,1,0,0,1
5.0,3,257,5.0,7,1565,0,1,0,0,0,0,0,1,0,0,1
